ids,Heating,Cooling,Basement,Flooring1,Flooring2,Architecture,ConstructMat1,ConstructMat2,RoofMat,LotSize,HomeType,TotalLivArea,Bathrooms,Bedrooms,FullBaths,HalfBaths,Stories,ExteriorFeat,ExteriorMat1,ExteriorMat2,Address,StreetName,Region,Zipcode,YearBuilt,PriceSqft,SalePrice,ListingURL,DateSold
74,Forced air,Central,Partially finished,No Data,No Data,Colonial,Shingle Siding,Brick Front,Shake/Shingle,4346,Townhouse,1540,4,3,4,0,3,Patio,Brick,Brick,"7951 Quill Point Dr, Bowie, MD 20720",Quill Point Dr,Bowie,MD 20720,1994,214,330000,https://www.zillow.com/homedetails/7951-Quill-Point-Dr-Bowie-MD-20720/37504419_zpid/,19-Apr
75,Forced air,Central,Finished basement,Hardwood,Hardwood,Colonial,Brick,Brick Front,Composition,18730.8,Single Family,4404,4,5,2,2,2,Patio,Wood,Wood,"12017 Thackeray Ct, Bowie, MD 20720",Thackeray Ct,Bowie,MD 20720,1989,106,465888,https://www.zillow.com/homedetails/12017-Thackeray-Ct-Bowie-MD-20720/37500195_zpid/,19-Apr
76,Forced air,Central,Partially finished,Hardwood,Hardwood,Colonial,Vinyl Siding,Vinyl Siding,Shake/Shingle,16988.4,Single Family,2964,3,5,2,1,2,Patio,Other,Other,"12004 Thackeray Ct, Bowie, MD 20720",Thackeray Ct,Bowie,MD 20720,1991,148,439888,https://www.zillow.com/homedetails/12004-Thackeray-Ct-Bowie-MD-20720/37500187_zpid/,19-Apr
77,Heat pump,Central,Finished basement,Carpet,Hardwood,Colonial,Brick,Combination,Asphalt,20037.6,Single Family,8704,6,7,5,1,3,Patio,Vinyl,Vinyl,"8639 Park Ave, Bowie, MD 20720",Park Ave,Bowie,MD 20720,2004,80,694000,https://www.zillow.com/homedetails/8639-Park-Ave-Bowie-MD-20720/37505496_zpid/,19-Apr
78,Forced air,Central,None,Carpet,Hardwood,Ranch,Other,Other,Composition,11761.2,Single Family,2666,2,4,2,0,1,Patio,Metal,Stone,"4719 Ramsgate Ln, Bowie, MD 20715",Ramsgate Ln,Bowie,MD 20715,1967,126,335000,https://www.zillow.com/homedetails/4719-Ramsgate-Ln-Bowie-MD-20715/37494961_zpid/,19-Apr
79,Forced air,Central,None,Carpet,Laminate,Colonial,Other,Other,Shake/Shingle,19166.4,Single Family,2400,3,4,2,1,2,Patio,Brick,Brick,"4727 Ramsgate Ln, Bowie, MD 20715",Ramsgate Ln,Bowie,MD 20715,1967,146,350000,https://www.zillow.com/homedetails/4727-Ramsgate-Ln-Bowie-MD-20715/37503751_zpid/,19-Apr
80,Forced air,Central,Partially finished,No Data,No Data,Colonial,No Data,No Data,Shake/Shingle,3920,Single Family,2217,4,3,3,1,3,Water,Other,Other,"12314 Quintette Ln, Bowie, MD 20720",Quintette Ln,Bowie,MD 20720,1995,149,330000,https://www.zillow.com/homedetails/12314-Quintette-Ln-Bowie-MD-20720/37494583_zpid/,19-Mar
81,Forced air,Central,Partially finished,No Data,No Data,No Data,Brick,Combination,Shake/Shingle,5000,Single Family,1192,2,4,2,0,1,Patio,Other,Other,"13117 7th St, Bowie, MD 20720",7th St,Bowie,MD 20720,2000,210,250000,https://www.zillow.com/homedetails/13117-7th-St-Bowie-MD-20720/37499776_zpid/,19-Mar
82,Forced air,Central,Finished basement,Carpet,Laminate,Colonial,No Data,No Data,Shake/Shingle,11325.6,Single Family,2522,4,4,3,1,2,Patio,Brick,Vinyl,"7202 Old Chapel Dr, Bowie, MD 20715",Old Chapel Dr,Bowie,MD 20715,1989,169,425000,https://www.zillow.com/homedetails/7202-Old-Chapel-Dr-Bowie-MD-20715/37496707_zpid/,19-Mar
83,Heat pump,Central,Finished basement,Hardwood,Hardwood,Colonial,No Data,No Data,Shake/Shingle,12632.4,Single Family,3860,4,4,3,1,2,Patio,Brick,Vinyl,"12011 Thackeray Ct, Bowie, MD 20720",Thackeray Ct,Bowie,MD 20720,1992,115,442000,https://www.zillow.com/homedetails/12011-Thackeray-Ct-Bowie-MD-20720/37500192_zpid/,19-Mar
84,Forced air,Central,Partially finished,Other,Other,Colonial,Brick,Combination,Other,2178,Condo,2372,4,3,2,2,2,Patio,Other,Other,"12339 Quilt Patch Ln, Bowie, MD 20720",Quilt Patch Ln,Bowie,MD 20720,1994,118,280000,https://www.zillow.com/homedetails/12339-Quilt-Patch-Ln-Bowie-MD-20720/37494814_zpid/,19-Mar
85,Heat pump,None,Partially finished,No Data,No Data,Colonial,Brick,Combination,Shake/Shingle,13503.6,Single Family,2464,3,5,2,1,2,Patio,Other,Other,"11811 Frost Dr, Bowie, MD 20720",Frost Dr,Bowie,MD 20720,1988,140,346000,https://www.zillow.com/homedetails/11811-Frost-Dr-Bowie-MD-20720/37499938_zpid/,19-Mar
86,Forced air,Central,Partially finished,No Data,No Data,No Data,Frame,Vinyl Siding,Shake/Shingle,59241.6,Single Family,1575,2,3,2,0,1,Patio,Other,Other,"11905 Duckettown Rd, Laurel, MD 20708",Duckettown Rd,Laurel,MD 20708,1955,233,367000,https://www.zillow.com/homedetails/11905-Duckettown-Rd-Laurel-MD-20708/37501926_zpid/,19-Mar
87,Other,No Data,Partially finished,No Data,No Data,Colonial,No Data,No Data,Shake/Shingle,2164,Townhouse,1564,3,3,2,1,0,Patio,Other,Other,"12337 Quilt Patch Ln, Bowie, MD 20720",Quilt Patch Ln,Bowie,MD 20720,1994,199,312000,https://www.zillow.com/homedetails/12337-Quilt-Patch-Ln-Bowie-MD-20720/37494813_zpid/,19-Mar
88,Forced air,Central,Partially finished,Hardwood,Hardwood,Colonial,No Data,No Data,Shake/Shingle,7631,Single Family,3511,4,4,3,1,0,Patio,Other,Other,"7904 Quinta Ct, Bowie, MD 20720",Quinta Ct,Bowie,MD 20720,1992,132,465000,https://www.zillow.com/homedetails/7904-Quinta-Ct-Bowie-MD-20720/37494325_zpid/,19-Mar
89,Forced air,Central,Partially finished,Other,Other,Colonial,Brick,Combination,Other,12196.8,Single Family,2867,4,4,3,1,2,Patio,Other,Other,"9213 Myrtle Ave, Bowie, MD 20720",Myrtle Ave,Bowie,MD 20720,2005,150,430000,https://www.zillow.com/homedetails/9213-Myrtle-Ave-Bowie-MD-20720/54468169_zpid/,19-Feb
90,Forced air,Central,None,Hardwood,Hardwood,Contemporary,Aluminum Siding,Aluminum Siding,Other,29185.2,Single Family,3715,4,4,4,0,2,Patio,Other,Other,"12400 Lanham Severn Rd, Bowie, MD 20720",Lanham Severn Rd,Bowie,MD 20720,2004,51,190000,https://www.zillow.com/homedetails/12400-Lanham-Severn-Rd-Bowie-MD-20720/37498531_zpid/,19-Feb
91,Forced air,Central,Partially finished,Hardwood,Hardwood,Colonial,No Data,No Data,Shake/Shingle,6499,Single Family,3386,3,4,2,1,0,None,Other,Other,"12019 Quarum Pl, Bowie, MD 20720",Quarum Pl,Bowie,MD 20720,1994,126,425000,https://www.zillow.com/homedetails/12019-Quarum-Pl-Bowie-MD-20720/37494485_zpid/,19-Feb
92,Forced air,Central,Partially finished,Hardwood,Hardwood,Colonial,Brick,Combination,Shake/Shingle,10890,Single Family,2464,4,4,3,1,3,Patio,Vinyl,Vinyl,"8505 Cory Dr, Bowie, MD 20720",Cory Dr,Bowie,MD 20720,1991,181,445000,https://www.zillow.com/homedetails/8505-Cory-Dr-Bowie-MD-20720/37500049_zpid/,19-Feb
93,Forced air,Central,Partially finished,No Data,No Data,Colonial,No Data,No Data,Shake/Shingle,12196.8,Single Family,2552,4,5,4,0,2,Patio,Other,Other,"7321 Westwind Dr, Bowie, MD 20715",Westwind Dr,Bowie,MD 20715,1987,169,432000,https://www.zillow.com/homedetails/7321-Westwind-Dr-Bowie-MD-20715/37499283_zpid/,19-Feb
94,Forced air,Central,Partially finished,Hardwood,Hardwood,Colonial,Other,Other,Shake/Shingle,14810.4,Single Family,3886,4,5,3,1,2,Patio,Other,Other,"9006 Wipkey Ct, Bowie, MD 20720",Wipkey Ct,Bowie,MD 20720,2003,118,460000,https://www.zillow.com/homedetails/9006-Wipkey-Ct-Bowie-MD-20720/60918053_zpid/,19-Jan
95,Forced air,Central,Partially finished,Carpet,Carpet,Colonial,Other,Other,Shake/Shingle,8712,Single Family,3520,3,5,2,1,2,Patio,Other,Other,"12406 Quiet Owl Ln, Bowie, MD 20720",Quiet Owl Ln,Bowie,MD 20720,1992,119,420000,https://www.zillow.com/homedetails/12406-Quiet-Owl-Ln-Bowie-MD-20720/37494355_zpid/,19-Jan
96,Forced air,Central,Partially finished,No Data,No Data,Colonial,Brick,Aluminum Siding,Shake/Shingle,7501,Single Family,2607,3,4,2,1,2,Patio,Other,Other,"12914 7th St, Bowie, MD 20720",7th St,Bowie,MD 20720,2007,137,358050,https://www.zillow.com/homedetails/12914-7th-St-Bowie-MD-20720/37499605_zpid/,19-Jan
97,Forced air,Central,Unfinished basement,Carpet,Hardwood,Colonial,Brick,Combination,Composition,12196.8,Single Family,2522,3,5,2,1,3,Patio,Brick,Brick,"7601 Old Chapel Dr, Bowie, MD 20715",Old Chapel Dr,Bowie,MD 20715,1989,163,409900,https://www.zillow.com/homedetails/7601-Old-Chapel-Dr-Bowie-MD-20715/37496728_zpid/,19-Jan
98,Forced air,Central,None,Other,Other,Contemporary,Brick,Combination,Other,202989.6,Single Family,2789,3,4,3,0,2,Patio,Brick,Brick,"13215 Mockingbird Ln, Bowie, MD 20720",Mockingbird Ln,Bowie,MD 20720,1947,104,290000,https://www.zillow.com/homedetails/13215-Mockingbird-Ln-Bowie-MD-20720/37495034_zpid/,19-Jan
99,Forced air,Central,Partially finished,No Data,No Data,Colonial,No Data,No Data,Other,12632.4,Single Family,3770,4,4,3,1,2,Patio,Brick,Brick,"8901 Myrtle Ave, Bowie, MD 20720",Myrtle Ave,Bowie,MD 20720,2008,141,530000,https://www.zillow.com/homedetails/8901-Myrtle-Ave-Bowie-MD-20720/67221187_zpid/,19-Jan
100,Forced air,Central,Unfinished basement,Carpet,Hardwood,Colonial,Vinyl Siding,Vinyl Siding,Shake/Shingle,10654,Single Family,2336,4,4,3,1,2,Patio,Vinyl,Vinyl,"8334 Quill Point Dr, Bowie, MD 20720",Quill Point Dr,Bowie,MD 20720,1994,193,450000,https://www.zillow.com/homedetails/8334-Quill-Point-Dr-Bowie-MD-20720/37493260_zpid/,19-Jan
101,Forced air,Central,Finished basement,Hardwood,Tile,Colonial,No Data,No Data,Shake/Shingle,10890,Single Family,2276,4,4,4,0,3,Patio,Vinyl,Vinyl,"12007 Backus Dr, Bowie, MD 20720",Backus Dr,Bowie,MD 20720,1996,182,415000,https://www.zillow.com/homedetails/12007-Backus-Dr-Bowie-MD-20720/37500092_zpid/,18-Dec
102,Other,Central,Partially finished,No Data,No Data,Colonial,Vinyl Siding,Vinyl Siding,Shake/Shingle,8712,Single Family,3646,3,5,2,1,2,Patio,Other,Other,"12601 Quarterhorse Dr, Bowie, MD 20720",Quarterhorse Dr,Bowie,MD 20720,1993,126,459000,https://www.zillow.com/homedetails/12601-Quarterhorse-Dr-Bowie-MD-20720/37494267_zpid/,18-Dec
103,Forced air,Central,Partially finished,No Data,No Data,Colonial,Brick,Combination,Shake/Shingle,10497,Single Family,3036,5,5,4,1,3,Patio,Brick,Brick,"8307 Quill Point Dr, Bowie, MD 20720",Quill Point Dr,Bowie,MD 20720,1993,158,480000,https://www.zillow.com/homedetails/8307-Quill-Point-Dr-Bowie-MD-20720/37493256_zpid/,18-Dec
104,Forced air,Central,Partially finished,No Data,No Data,Colonial,Brick,Combination,Shake/Shingle,1981,Townhouse,1690,4,4,3,1,2,Patio,Other,Other,"8002 Quill Point Dr, Bowie, MD 20720",Quill Point Dr,Bowie,MD 20720,1993,192,324900,https://www.zillow.com/homedetails/8002-Quill-Point-Dr-Bowie-MD-20720/37494438_zpid/,18-Dec
105,Forced air,Central,None,No Data,No Data,Colonial,No Data,No Data,No Data,18730.8,Single Family,4500,4,4,3,1,3,Water,Vinyl,Vinyl,"9101 Chestnut Ave, Bowie, MD 20720",Chestnut Ave,Bowie,MD 20720,2017,18,82400,https://www.zillow.com/homedetails/9101-Chestnut-Ave-Bowie-MD-20720/82164778_zpid/,18-Dec
106,Forced air,Central,Partially finished,No Data,No Data,No Data,Vinyl Siding,Vinyl Siding,Shake/Shingle,10018,Single Family,960,2,3,2,0,2,Patio,Cement concrete,Cement concrete,"7910 Chestnut Ave, Bowie, MD 20715",Chestnut Ave,Bowie,MD 20715,1954,295,283000,https://www.zillow.com/homedetails/7910-Chestnut-Ave-Bowie-MD-20715/37492392_zpid/,18-Dec
107,Heat pump,No Data,Partially finished,Hardwood,Hardwood,Colonial,No Data,No Data,Shake/Shingle,7914,Single Family,2252,4,4,3,1,2,Patio,Vinyl,Vinyl,"7905 Quatrefoil Ct, Bowie, MD 20720",Quatrefoil Ct,Bowie,MD 20720,1993,208,469000,https://www.zillow.com/homedetails/7905-Quatrefoil-Ct-Bowie-MD-20720/37494314_zpid/,18-Dec
108,Heat pump,Central,Partially finished,Hardwood,Hardwood,No Data,No Data,No Data,Shake/Shingle,5000,Single Family,1920,2,5,2,0,2,Patio,Vinyl,Vinyl,"12901 7th St, Bowie, MD 20720",7th St,Bowie,MD 20720,1989,138,265000,https://www.zillow.com/homedetails/12901-7th-St-Bowie-MD-20720/37499687_zpid/,18-Dec
109,Forced air,Central,Partially finished,Carpet,Hardwood,Colonial,Combination,Vinyl Siding,Shake/Shingle,10219,Single Family,3336,4,4,3,1,3,Patio,Stone,Vinyl,"8905 Myrtle Ave, Bowie, MD 20720",Myrtle Ave,Bowie,MD 20720,2008,140,467000,https://www.zillow.com/homedetails/8905-Myrtle-Ave-Bowie-MD-20720/67221186_zpid/,18-Nov
110,Forced air,Central,Partially finished,Hardwood,Hardwood,Colonial,No Data,No Data,Shake/Shingle,1981,Townhouse,1875,4,3,2,2,2,Patio,Brick,Brick,"7944 Quill Point Dr, Bowie, MD 20720",Quill Point Dr,Bowie,MD 20720,1993,181,339797,https://www.zillow.com/homedetails/7944-Quill-Point-Dr-Bowie-MD-20720/37494447_zpid/,18-Nov
111,Forced air,Central,Finished basement,Carpet,Hardwood,Other,No Data,No Data,Composition,10349,Single Family,1138,3,3,2,1,1,Patio,Vinyl,Vinyl,"8108 Gold Cup Ln, Bowie, MD 20715",Gold Cup Ln,Bowie,MD 20715,1989,259,295000,https://www.zillow.com/homedetails/8108-Gold-Cup-Ln-Bowie-MD-20715/37498679_zpid/,18-Nov
112,Forced air,Central,Partially finished,Other,Other,Colonial,Brick,Brick,Other,17859.6,Single Family,2464,4,6,3,1,3,Patio,Other,Other,"8602 Undermire Ct, Bowie, MD 20720",Undermire Ct,Bowie,MD 20720,1989,180,444000,https://www.zillow.com/homedetails/8602-Undermire-Ct-Bowie-MD-20720/37500225_zpid/,18-Nov
113,Forced air,Central,Finished basement,Hardwood,Hardwood,Other,No Data,No Data,Composition,3850,Townhouse,1988,4,3,2,2,2,Patio,Brick,Brick,"12336 Quarterback Ct, Bowie, MD 20720",Quarterback Ct,Bowie,MD 20720,1995,147,293000,https://www.zillow.com/homedetails/12336-Quarterback-Ct-Bowie-MD-20720/37504525_zpid/,18-Nov
114,Other,No Data,Partially finished,No Data,No Data,No Data,No Data,No Data,Shake/Shingle,16117.2,Single Family,1430,3,4,3,0,1.5,None,Other,Other,"7201 High Bridge Rd, Bowie, MD 20720",High Bridge Rd,Bowie,MD 20720,1928,175,250000,https://www.zillow.com/homedetails/7201-High-Bridge-Rd-Bowie-MD-20720/37499080_zpid/,18-Nov
115,Forced air,Central,Finished basement,Hardwood,Linoleum / Vinyl,Other,Brick,Combination,Composition,5000,Single Family,940,2,4,2,0,1,Patio,Cement concrete,Vinyl,"13007 5th St, Bowie, MD 20720",5th St,Bowie,MD 20720,1997,298,280000,https://www.zillow.com/homedetails/13007-5th-St-Bowie-MD-20720/37493774_zpid/,18-Nov
116,Forced air,Central,None,Hardwood,Hardwood,Colonial,Vinyl Siding,Vinyl Siding,Shake/Shingle,19602,Single Family,3336,3,4,3,0,2,Patio,Vinyl,Vinyl,"12600 Fletchertown Rd, Bowie, MD 20720",Fletchertown Rd,Bowie,MD 20720,2001,141,469800,https://www.zillow.com/homedetails/12600-Fletchertown-Rd-Bowie-MD-20720/37496368_zpid/,18-Nov
117,Forced air,Central,Partially finished,No Data,No Data,Colonial,Brick Front,Brick Front,Shake/Shingle,8276,Single Family,2784,5,4,3,2,2,Patio,Other,Other,"7903 Quinta Ct, Bowie, MD 20720",Quinta Ct,Bowie,MD 20720,1992,162,450000,https://www.zillow.com/homedetails/7903-Quinta-Ct-Bowie-MD-20720/37494329_zpid/,18-Nov
118,Forced air,Central,Finished basement,Hardwood,Hardwood,Colonial,No Data,No Data,Composition,6865,Single Family,3874,4,5,3,1,3,Patio,Brick,Brick,"12201 Quadrille Ln, Bowie, MD 20720",Quadrille Ln,Bowie,MD 20720,1996,124,480000,https://www.zillow.com/homedetails/12201-Quadrille-Ln-Bowie-MD-20720/37494559_zpid/,18-Nov
119,Heat pump,Central,Unfinished basement,Carpet,Hardwood,Colonial,Brick,Combination,Shake/Shingle,5810,Single Family,2055,3,3,2,1,3,Patio,Brick,Vinyl,"12024 Quartette Ln, Bowie, MD 20720",Quartette Ln,Bowie,MD 20720,1996,189,389000,https://www.zillow.com/homedetails/12024-Quartette-Ln-Bowie-MD-20720/37494605_zpid/,18-Nov
120,Baseboard,Other,Partially finished,No Data,No Data,Colonial,Aluminum Siding,Aluminum Siding,Other,15681.6,Single Family,1490,3,3,2,1,3,Patio,Other,Other,"7203 High Bridge Rd, Bowie, MD 20720",High Bridge Rd,Bowie,MD 20720,1935,174,260000,https://www.zillow.com/homedetails/7203-High-Bridge-Rd-Bowie-MD-20720/37492349_zpid/,18-Oct
121,Forced air,Central,Partially finished,Other,Other,Colonial,Brick,Combination,Other,11761.2,Single Family,3436,4,4,3,1,2,Patio,Other,Other,"9001 Wipkey Ct, Bowie, MD 20720",Wipkey Ct,Bowie,MD 20720,2004,115,396350,https://www.zillow.com/homedetails/9001-Wipkey-Ct-Bowie-MD-20720/60918056_zpid/,18-Oct
122,Forced air,Central,Finished basement,Carpet,Hardwood,Contemporary,No Data,No Data,Shake/Shingle,3280,Townhouse,1829,4,3,3,1,0,Patio,Vinyl,Vinyl,"12331 Quilt Patch Ln, Bowie, MD 20720",Quilt Patch Ln,Bowie,MD 20720,1994,189,345000,https://www.zillow.com/homedetails/12331-Quilt-Patch-Ln-Bowie-MD-20720/37494811_zpid/,18-Oct
123,Forced air,Central,None,No Data,No Data,No Data,No Data,No Data,Shake/Shingle,7405,Single Family,1200,2,3,2,0,1,None,Other,Other,"13223 11th St, Bowie, MD 20715",11th St,Bowie,MD 20715,1981,198,237000,https://www.zillow.com/homedetails/13223-11th-St-Bowie-MD-20715/37501318_zpid/,18-Sep
124,Forced air,Central,Partially finished,No Data,No Data,Colonial,Brick,Combination,Other,7531,Single Family,3266,4,4,3,1,3,Patio,Brick,Brick,"12609 Quarterhorse Dr, Bowie, MD 20720",Quarterhorse Dr,Bowie,MD 20720,1992,149,487500,https://www.zillow.com/homedetails/12609-Quarterhorse-Dr-Bowie-MD-20720/37494270_zpid/,18-Sep
125,Forced air,Central,Finished basement,Hardwood,Hardwood,Colonial,Aluminum Siding,Aluminum Siding,Shake/Shingle,10328,Single Family,2712,3,4,2,1,2,Patio,Brick,Brick,"14103 Westholme Ct, Bowie, MD 20715",Westholme Ct,Bowie,MD 20715,1987,159,430000,https://www.zillow.com/homedetails/14103-Westholme-Ct-Bowie-MD-20715/37499307_zpid/,18-Sep
126,Heat pump,Central,Partially finished,Hardwood,Hardwood,Colonial,No Data,No Data,Shake/Shingle,12196.8,Single Family,2412,4,4,3,1,0,None,Other,Other,"8503 Triple Crown Rd, Bowie, MD 20715",Triple Crown Rd,Bowie,MD 20715,1992,149,359900,https://www.zillow.com/homedetails/8503-Triple-Crown-Rd-Bowie-MD-20715/37504058_zpid/,18-Sep
127,Forced air,Central,Finished basement,Hardwood,Hardwood,Colonial,Brick,Combination,Shake/Shingle,10550,Single Family,4476,4,4,3,1,2,Patio,Wood,Wood,"13201 Oystercatcher Ln, Bowie, MD 20720",Oystercatcher Ln,Bowie,MD 20720,2012,112,500000,https://www.zillow.com/homedetails/13201-Oystercatcher-Ln-Bowie-MD-20720/60918118_zpid/,18-Sep
128,Heat pump,Central,None,Hardwood,Hardwood,Colonial,No Data,No Data,Shake/Shingle,23522.4,Single Family,1995,3,3,2,1,0,None,Other,Other,"12709 10th St, Bowie, MD 20720",10th St,Bowie,MD 20720,1904,190,380000,https://www.zillow.com/homedetails/12709-10th-St-Bowie-MD-20720/37498147_zpid/,18-Sep
129,Heat pump,Central,Finished basement,Carpet,Linoleum / Vinyl,Craftsman,No Data,No Data,Shake/Shingle,24829.2,Single Family,3572,3,4,3,1,3,Patio,Brick,Vinyl,"8418 Church Ln, Bowie, MD 20720",Church Ln,Bowie,MD 20720,2000,126,449000,https://www.zillow.com/homedetails/8418-Church-Ln-Bowie-MD-20720/37504663_zpid/,18-Sep
130,Forced air,Central,Partially finished,Hardwood,Hardwood,Contemporary,Brick,Combination,Shake/Shingle,3741,Single Family,1554,4,3,2,2,2,Patio,Other,Other,"12311 Quarterback Ct, Bowie, MD 20720",Quarterback Ct,Bowie,MD 20720,1995,225,350000,https://www.zillow.com/homedetails/12311-Quarterback-Ct-Bowie-MD-20720/37504505_zpid/,18-Sep
131,Other,No Data,Partially finished,No Data,No Data,Cape Cod,No Data,No Data,Shake/Shingle,10001,Single Family,1652,1,3,1,0,0,Patio,Other,Other,"13122 11th St, Bowie, MD 20715",11th St,Bowie,MD 20715,1948,155,256000,https://www.zillow.com/homedetails/13122-11th-St-Bowie-MD-20715/37492450_zpid/,18-Sep
132,Forced air,Central,Finished basement,Hardwood,Hardwood,Colonial,No Data,No Data,Asphalt,3297,Townhouse,1554,4,3,2,2,2,Patio,Brick,Stucco,"12225 Fletchertown Rd, Bowie, MD 20720",Fletchertown Rd,Bowie,MD 20720,1996,221,344000,https://www.zillow.com/homedetails/12225-Fletchertown-Rd-Bowie-MD-20720/37504550_zpid/,18-Aug
133,Heat pump,Central,Partially finished,Hardwood,Hardwood,Colonial,No Data,No Data,Other,12196.8,Single Family,1904,4,4,2,2,2,Patio,Other,Other,"8205 Myrtle Ave, Bowie, MD 20715",Myrtle Ave,Bowie,MD 20715,1992,211,402000,https://www.zillow.com/homedetails/8205-Myrtle-Ave-Bowie-MD-20715/37503986_zpid/,18-Aug
134,Forced air,Central,Partially finished,Hardwood,Hardwood,Colonial,Vinyl Siding,Vinyl Siding,Shake/Shingle,10018,Single Family,2232,3,4,2,1,2,Patio,Other,Other,"8503 Cory Dr, Bowie, MD 20720",Cory Dr,Bowie,MD 20720,1993,179,399900,https://www.zillow.com/homedetails/8503-Cory-Dr-Bowie-MD-20720/37500048_zpid/,18-Aug
135,Other,Central,None,No Data,No Data,Other,Vinyl Siding,Vinyl Siding,Shake/Shingle,1980,Townhouse,1980,3,3,2,1,4,Patio,Wood,Wood,"8280 Quill Point Dr, Bowie, MD 20720",Quill Point Dr,Bowie,MD 20720,1995,163,322000,https://www.zillow.com/homedetails/8280-Quill-Point-Dr-Bowie-MD-20720/37504472_zpid/,18-Aug
136,Other,Central,Finished basement,No Data,No Data,Colonial,No Data,No Data,Shake/Shingle,7501,Single Family,3425,4,4,3,1,2,None,Wood,Wood,"8403 Chestnut Ave, Bowie, MD 20715",Chestnut Ave,Bowie,MD 20715,2004,128,440000,https://www.zillow.com/homedetails/8403-Chestnut-Ave-Bowie-MD-20715/37493393_zpid/,18-Aug
137,Forced air,Central,Partially finished,No Data,No Data,Colonial,No Data,No Data,Shake/Shingle,20473.2,Single Family,2492,4,5,3,1,0,Patio,Other,Other,"12602 Quoting Poet Ct, Bowie, MD 20720",Quoting Poet Ct,Bowie,MD 20720,1995,201,500000,https://www.zillow.com/homedetails/12602-Quoting-Poet-Ct-Bowie-MD-20720/37492724_zpid/,18-Aug
138,Forced air,Central,None,Hardwood,Tile,Ranch,Brick,Combination,Asphalt,26136,Single Family,1849,2,3,2,0,1,Patio,Brick,Vinyl,"4715 Ramsgate Ln, Bowie, MD 20715",Ramsgate Ln,Bowie,MD 20715,1967,198,367000,https://www.zillow.com/homedetails/4715-Ramsgate-Ln-Bowie-MD-20715/37500287_zpid/,18-Aug
139,Forced air,Central,Partially finished,Hardwood,Hardwood,Colonial,Brick,Brick Front,Shake/Shingle,2931,Single Family,1704,4,3,2,2,2,Patio,Other,Other,"7816 Quill Point Dr, Bowie, MD 20720",Quill Point Dr,Bowie,MD 20720,1994,200,341000,https://www.zillow.com/homedetails/7816-Quill-Point-Dr-Bowie-MD-20720/37494478_zpid/,18-Aug
140,Forced air,Central,Finished basement,Carpet,Hardwood,Colonial,Vinyl Siding,Vinyl Siding,Shake/Shingle,9181,Single Family,3900,4,5,3,1,2,Patio,Vinyl,Vinyl,"7420 Quail Ridge Ln, Bowie, MD 20720",Quail Ridge Ln,Bowie,MD 20720,1996,110,430000,https://www.zillow.com/homedetails/7420-Quail-Ridge-Ln-Bowie-MD-20720/37494278_zpid/,18-Aug
